Designator,Mid X,Mid Y,Rotation,Layer
U11,114.088145,-125.0115,90.0,top
U12,123.26043,-125.0115,90.0,top
U13,132.432715,-125.0115,90.0,top
U14,141.605,-125.0115,90.0,top
U15,150.777285,-125.0115,90.0,top
U16,159.94957,-125.0115,90.0,top
U17,169.12186,-125.0115,90.0,top
U18,104.91586,-114.0115,90.0,top
U19,114.088145,-114.0115,90.0,top
U2,104.91586,-59.0115,90.0,top
U20,123.26043,-114.0115,90.0,top
U21,132.432715,-114.0115,90.0,top
U22,141.605,-114.0115,90.0,top
U23,150.777285,-114.0115,90.0,top
U24,159.94957,-114.0115,90.0,top
U25,169.12186,-114.0115,90.0,top
U26,104.91586,-103.0115,90.0,top
U27,114.088145,-103.0115,90.0,top
U28,123.26043,-103.0115,90.0,top
U29,132.432715,-103.0115,90.0,top
U3,114.088145,-59.0115,90.0,top
U30,141.605,-103.0115,90.0,top
U31,150.777285,-103.0115,90.0,top
U32,159.94957,-103.0115,90.0,top
U33,169.12186,-103.0115,90.0,top
U34,104.91586,-92.0115,90.0,top
U35,114.088145,-92.0115,90.0,top
U36,123.26043,-92.0115,90.0,top
U37,132.432715,-92.0115,90.0,top
U38,141.605,-92.0115,90.0,top
U39,150.777285,-92.0115,90.0,top
U4,123.26043,-59.0115,90.0,top
U40,159.94957,-92.0115,90.0,top
U41,169.12186,-92.0115,90.0,top
U42,104.91586,-81.0115,90.0,top
U43,114.088145,-81.0115,90.0,top
U44,123.26043,-81.0115,90.0,top
U45,132.432715,-81.0115,90.0,top
U46,141.605,-81.0115,90.0,top
U47,150.777285,-81.0115,90.0,top
U48,159.94957,-81.0115,90.0,top
U49,169.12186,-81.0115,90.0,top
U5,132.432715,-59.0115,90.0,top
U50,104.91586,-70.0115,90.0,top
U51,114.088145,-70.0115,90.0,top
U52,123.26043,-70.0115,90.0,top
U53,132.432715,-70.0115,90.0,top
U54,141.605,-70.0115,90.0,top
U55,150.777285,-70.0115,90.0,top
U56,159.94957,-70.0115,90.0,top
U57,169.12186,-70.0115,90.0,top
U6,141.605,-59.0115,90.0,top
U7,150.777285,-59.0115,90.0,top
U8,159.94957,-59.0115,90.0,top
U9,169.12186,-59.0115,90.0,top
