Designator,Mid X,Mid Y,Rotation,Layer
R161,59.944,-96.707595,90.0,top
R162,63.5,-96.707595,90.0,top
R163,67.056,-96.707595,90.0,top
R164,70.612,-96.707595,90.0,top
R165,74.168,-96.707595,90.0,top
R166,74.801,-34.937,0.0,top
R167,74.801,-38.493,0.0,top
R168,74.801,-42.049,0.0,top
R169,74.801,-45.605,0.0,top
R17,57.912,-96.707595,90.0,top
R170,74.801,-49.161,0.0,top
R171,74.801,-52.717,0.0,top
R172,74.801,-56.273,0.0,top
R173,74.801,-59.829,0.0,top
R174,55.4535,-120.7745,0.0,top
R175,49.702,-68.974,90.0,top
R176,53.258,-68.974,90.0,top
R177,56.814,-68.974,90.0,top
R178,60.37,-68.974,90.0,top
R179,63.926,-68.974,90.0,top
R18,61.468,-96.707595,90.0,top
R180,67.482,-68.974,90.0,top
R181,71.038,-68.974,90.0,top
R182,74.594,-68.974,90.0,top
R183,64.389,-56.642,90.0,top
R184,74.151,-112.534,0.0,top
R185,74.155,-113.55,0.0,top
R186,74.153,-116.09,0.0,top
R187,74.153,-117.106,0.0,top
R188,74.153,-119.646,0.0,top
R189,74.153,-120.662,0.0,top
R19,65.024,-96.707595,90.0,top
R190,74.153,-123.202,0.0,top
R191,74.153,-124.218,0.0,top
R2,65.024,-83.008845,90.0,top
R20,68.58,-96.707595,90.0,top
R21,72.136,-96.707595,90.0,top
R3,68.58,-83.008845,90.0,top
R4,61.468,-83.008845,90.0,top
R5,57.912,-83.008845,90.0,top
R6,54.356,-83.008845,90.0,top
R7,50.8,-83.008845,90.0,top
R8,47.244,-83.008845,90.0,top
R9,48.133,-42.266,90.0,top
U1,105.0915,-46.736,90.0,top
U10,121.098,-56.896,90.0,top
U11,121.098,-67.056,90.0,top
U12,121.098,-36.576,90.0,top
U13,129.098,-46.736,90.0,top
U14,129.098,-56.896,90.0,top
U15,129.098,-67.056,90.0,top
U16,129.098,-36.576,90.0,top
U17,137.098,-46.736,90.0,top
